id,ref_count,year,year_ref,doc_type,n_citation_ref,n_citation,n_citation_ref_count,Point
63228019,6,6,6,6,6,6,6,6
110658697,6,6,6,6,6,6,6,6
141437408,6,6,6,6,6,6,6,6
46949866,6,6,6,6,6,6,6,6
141436941,6,6,6,6,6,6,6,6
111293129,6,6,6,6,6,6,6,6
62617843,6,6,6,6,6,6,6,6
111278243,6,6,6,6,6,6,6,6
111278752,6,6,6,6,6,6,6,6
145195122,6,6,6,6,6,6,6,6
62603826,6,6,6,6,6,6,6,6
6430066,6,6,6,6,6,6,6,6
49604935,6,6,6,6,6,6,6,6
59641442,6,6,6,6,6,6,6,6
140365287,6,6,6,6,6,6,6,6
146204983,6,6,6,6,6,6,6,6
6418098,6,6,6,6,6,6,6,6
111302912,6,6,6,6,6,6,6,6
114179196,6,6,6,6,6,6,6,6
4158684,6,6,6,6,6,6,6,6
120882936,6,6,6,6,6,6,6,6
6442528,6,6,6,6,6,6,6,6
6445500,6,6,6,6,6,6,6,6
114203105,6,6,6,6,6,6,6,6
62631070,6,6,6,6,6,6,6,6
62634754,6,6,6,6,6,6,6,6
62638828,6,6,6,6,6,6,6,6
47213110,6,6,6,6,6,6,6,6
146208991,6,6,6,6,6,6,6,6
111255664,6,6,6,6,6,6,6,6
121846225,6,6,6,6,6,6,6,6
47195181,6,6,6,6,6,6,6,6
161964284,6,6,6,6,6,6,6,6
146215094,6,6,6,6,6,6,6,6
59707430,6,6,6,6,6,6,6,6
59706137,6,6,6,6,6,6,6,6
62672326,6,6,6,6,6,6,6,6
146198923,6,6,6,6,6,6,6,6
161999240,6,6,6,6,6,6,6,6
111311375,6,6,6,6,6,6,6,6
6349489,6,6,6,6,6,6,6,6
162033208,6,6,6,6,6,6,6,6
114093885,6,6,6,6,6,6,6,6
146175182,6,6,6,6,6,6,6,6
59826368,6,6,6,6,6,6,6,6
146175359,6,6,6,6,6,6,6,6
59825710,6,6,6,6,6,6,6,6
140391703,6,6,6,6,6,6,6,6
59821061,6,6,6,6,6,6,6,6
111365173,6,6,6,6,6,6,6,6
145217895,6,6,6,6,6,6,6,6
121787620,6,6,6,6,6,6,6,6
47276669,6,6,6,6,6,6,6,6
141369987,6,6,6,6,6,6,6,6
111348024,6,6,6,6,6,6,6,6
6354059,6,6,6,6,6,6,6,6
145199497,6,6,6,6,6,6,6,6
62556764,6,6,6,6,6,6,6,6
4175540,6,6,6,6,6,6,6,6
140379607,6,6,6,6,6,6,6,6
6371311,6,6,6,6,6,6,6,6
59766769,6,6,6,6,6,6,6,6
6393196,6,6,6,6,6,6,6,6
140377929,6,6,6,6,6,6,6,6
145204566,6,6,6,6,6,6,6,6
59755694,6,6,6,6,6,6,6,6
140374758,6,6,6,6,6,6,6,6
4170236,6,6,6,6,6,6,6,6
49588027,6,6,6,6,6,6,6,6
49591966,6,6,6,6,6,6,6,6
59751258,6,6,6,6,6,6,6,6
114218012,6,6,6,6,6,6,6,6
47180915,6,6,6,6,6,6,6,6
62680930,6,6,6,6,6,6,6,6
111086461,6,6,6,6,6,6,6,6
111121798,6,6,6,6,6,6,6,6
140285498,6,6,6,6,6,6,6,6
114271288,6,6,6,6,6,6,6,6
47028620,6,6,6,6,6,6,6,6
111111811,6,6,6,6,6,6,6,6
146287252,6,6,6,6,6,6,6,6
4071581,6,6,6,6,6,6,6,6
121921952,6,6,6,6,6,6,6,6
111095653,6,6,6,6,6,6,6,6
141432207,6,6,6,6,6,6,6,6
6574937,6,6,6,6,6,6,6,6
47009524,6,6,6,6,6,6,6,6
6582936,6,6,6,6,6,6,6,6
111088122,6,6,6,6,6,6,6,6
62827340,6,6,6,6,6,6,6,6
49713143,6,6,6,6,6,6,6,6
46985669,6,6,6,6,6,6,6,6
161907855,6,6,6,6,6,6,6,6
111066039,6,6,6,6,6,6,6,6
62843416,6,6,6,6,6,6,6,6
59642613,6,6,6,6,6,6,6,6
46980274,6,6,6,6,6,6,6,6
162993396,6,6,6,6,6,6,6,6
46967974,6,6,6,6,6,6,6,6
161899289,6,6,6,6,6,6,6,6
6633509,6,6,6,6,6,6,6,6
46964154,6,6,6,6,6,6,6,6
46964081,6,6,6,6,6,6,6,6
46959936,6,6,6,6,6,6,6,6
62856753,6,6,6,6,6,6,6,6
59654770,6,6,6,6,6,6,6,6
111128651,6,6,6,6,6,6,6,6
111212147,6,6,6,6,6,6,6,6
114245999,6,6,6,6,6,6,6,6
47167286,6,6,6,6,6,6,6,6
4111240,6,6,6,6,6,6,6,6
6494939,6,6,6,6,6,6,6,6
121870194,6,6,6,6,6,6,6,6
59695878,6,6,6,6,6,6,6,6
47152821,6,6,6,6,6,6,6,6
161959074,6,6,6,6,6,6,6,6
121875639,6,6,6,6,6,6,6,6
62699086,6,6,6,6,6,6,6,6
62703246,6,6,6,6,6,6,6,6
6510982,6,6,6,6,6,6,6,6
62710299,6,6,6,6,6,6,6,6
161935501,6,6,6,6,6,6,6,6
141401770,6,6,6,6,6,6,6,6
111182185,6,6,6,6,6,6,6,6
121905842,6,6,6,6,6,6,6,6
111181978,6,6,6,6,6,6,6,6
162971986,6,6,6,6,6,6,6,6
47113656,6,6,6,6,6,6,6,6
162978784,6,6,6,6,6,6,6,6
140313547,6,6,6,6,6,6,6,6
146251843,6,6,6,6,6,6,6,6
62764563,6,6,6,6,6,6,6,6
121888867,6,6,6,6,6,6,6,6
6529272,6,6,6,6,6,6,6,6
114268006,6,6,6,6,6,6,6,6
47093673,6,6,6,6,6,6,6,6
6539208,6,6,6,6,6,6,6,6
141424279,6,6,6,6,6,6,6,6
121898069,6,6,6,6,6,6,6,6
110521374,6,6,6,6,6,6,6,6
46477081,6,6,6,6,6,6,6,6
64378593,6,6,6,6,6,6,6,6
144974372,6,6,6,6,6,6,6,6
64061967,6,6,6,6,6,6,6,6
64059977,6,6,6,6,6,6,6,6
7514261,6,6,6,6,6,6,6,6
141659905,6,6,6,6,6,6,6,6
109911899,6,6,6,6,6,6,6,6
64054745,6,6,6,6,6,6,6,6
64053770,6,6,6,6,6,6,6,6
7564793,6,6,6,6,6,6,6,6
109928407,6,6,6,6,6,6,6,6
59046689,6,6,6,6,6,6,6,6
64050937,6,6,6,6,6,6,6,6
45923878,6,6,6,6,6,6,6,6
64042581,6,6,6,6,6,6,6,6
45937565,6,6,6,6,6,6,6,6
45913914,6,6,6,6,6,6,6,6
64065659,6,6,6,6,6,6,6,6
109891260,6,6,6,6,6,6,6,6
64066664,6,6,6,6,6,6,6,6
109885895,6,6,6,6,6,6,6,6
163251520,6,6,6,6,6,6,6,6
45905360,6,6,6,6,6,6,6,6
64075975,6,6,6,6,6,6,6,6
139714640,6,6,6,6,6,6,6,6
114858938,6,6,6,6,6,6,6,6
139713031,6,6,6,6,6,6,6,6
45900883,6,6,6,6,6,6,6,6
50190859,6,6,6,6,6,6,6,6
45872745,6,6,6,6,6,6,6,6
114870494,6,6,6,6,6,6,6,6
146824645,6,6,6,6,6,6,6,6
109824408,6,6,6,6,6,6,6,6
139747831,6,6,6,6,6,6,6,6
64025680,6,6,6,6,6,6,6,6
141647480,6,6,6,6,6,6,6,6
7447949,6,6,6,6,6,6,6,6
3640929,6,6,6,6,6,6,6,6
161541707,6,6,6,6,6,6,6,6
3630569,6,6,6,6,6,6,6,6
63958271,6,6,6,6,6,6,6,6
7417115,6,6,6,6,6,6,6,6
141625221,6,6,6,6,6,6,6,6
110030627,6,6,6,6,6,6,6,6
50099924,6,6,6,6,6,6,6,6
50110683,6,6,6,6,6,6,6,6
59092640,6,6,6,6,6,6,6,6
141632357,6,6,6,6,6,6,6,6
114793137,6,6,6,6,6,6,6,6
161536725,6,6,6,6,6,6,6,6
109996843,6,6,6,6,6,6,6,6
114793501,6,6,6,6,6,6,6,6
59069535,6,6,6,6,6,6,6,6
63982598,6,6,6,6,6,6,6,6
141642741,6,6,6,6,6,6,6,6
144997263,6,6,6,6,6,6,6,6
63990505,6,6,6,6,6,6,6,6
146745978,6,6,6,6,6,6,6,6
7466052,6,6,6,6,6,6,6,6
114805855,6,6,6,6,6,6,6,6
64001653,6,6,6,6,6,6,6,6
59072652,6,6,6,6,6,6,6,6
7484400,6,6,6,6,6,6,6,6
141645548,6,6,6,6,6,6,6,6
64013593,6,6,6,6,6,6,6,6
163239178,6,6,6,6,6,6,6,6
45960818,6,6,6,6,6,6,6,6
114873784,6,6,6,6,6,6,6,6
45823353,6,6,6,6,6,6,6,6
110517036,6,6,6,6,6,6,6,6
161467959,6,6,6,6,6,6,6,6
114903561,6,6,6,6,6,6,6,6
139631116,6,6,6,6,6,6,6,6
7649915,6,6,6,6,6,6,6,6
45707961,6,6,6,6,6,6,6,6
109672844,6,6,6,6,6,6,6,6
109674604,6,6,6,6,6,6,6,6
7644391,6,6,6,6,6,6,6,6
64176365,6,6,6,6,6,6,6,6
50250948,6,6,6,6,6,6,6,6
122441084,6,6,6,6,6,6,6,6
45732280,6,6,6,6,6,6,6,6
45732507,6,6,6,6,6,6,6,6
7632658,6,6,6,6,6,6,6,6
146854061,6,6,6,6,6,6,6,6
3480147,6,6,6,6,6,6,6,6
45687615,6,6,6,6,6,6,6,6
3477132,6,6,6,6,6,6,6,6
109660183,6,6,6,6,6,6,6,6
58935525,6,6,6,6,6,6,6,6
50254691,6,6,6,6,6,6,6,6
64353183,6,6,6,6,6,6,6,6
109646171,6,6,6,6,6,6,6,6
64354177,6,6,6,6,6,6,6,6
109639629,6,6,6,6,6,6,6,6
15333141,6,6,6,6,6,6,6,6
109636412,6,6,6,6,6,6,6,6
7684603,6,6,6,6,6,6,6,6
58930150,6,6,6,6,6,6,6,6
146885252,6,6,6,6,6,6,6,6
7698786,6,6,6,6,6,6,6,6
161444200,6,6,6,6,6,6,6,6
50249030,6,6,6,6,6,6,6,6
122440332,6,6,6,6,6,6,6,6
45736373,6,6,6,6,6,6,6,6
45771966,6,6,6,6,6,6,6,6
141678749,6,6,6,6,6,6,6,6
120597568,6,6,6,6,6,6,6,6
64188235,6,6,6,6,6,6,6,6
64189892,6,6,6,6,6,6,6,6
122391588,6,6,6,6,6,6,6,6
109797248,6,6,6,6,6,6,6,6
109790373,6,6,6,6,6,6,6,6
109787685,6,6,6,6,6,6,6,6
122403004,6,6,6,6,6,6,6,6
45798396,6,6,6,6,6,6,6,6
45789949,6,6,6,6,6,6,6,6
50220408,6,6,6,6,6,6,6,6
45776702,6,6,6,6,6,6,6,6
45772239,6,6,6,6,6,6,6,6
109750512,6,6,6,6,6,6,6,6
161476681,6,6,6,6,6,6,6,6
3505714,6,6,6,6,6,6,6,6
64243143,6,6,6,6,6,6,6,6
122423343,6,6,6,6,6,6,6,6
122424731,6,6,6,6,6,6,6,6
50229975,6,6,6,6,6,6,6,6
122430657,6,6,6,6,6,6,6,6
114887635,6,6,6,6,6,6,6,6
64254961,6,6,6,6,6,6,6,6
50232700,6,6,6,6,6,6,6,6
139661100,6,6,6,6,6,6,6,6
109714133,6,6,6,6,6,6,6,6
141684933,6,6,6,6,6,6,6,6
50243807,6,6,6,6,6,6,6,6
122437505,6,6,6,6,6,6,6,6
7407718,6,6,6,6,6,6,6,6
114753122,6,6,6,6,6,6,6,6
114752077,6,6,6,6,6,6,6,6
46276320,6,6,6,6,6,6,6,6
49990456,6,6,6,6,6,6,6,6
63588139,6,6,6,6,6,6,6,6
114604407,6,6,6,6,6,6,6,6
163148288,6,6,6,6,6,6,6,6
114594451,6,6,6,6,6,6,6,6
114592305,6,6,6,6,6,6,6,6
161650195,6,6,6,6,6,6,6,6
63925617,6,6,6,6,6,6,6,6
46325479,6,6,6,6,6,6,6,6
59280040,6,6,6,6,6,6,6,6
49943323,6,6,6,6,6,6,6,6
122158461,6,6,6,6,6,6,6,6
46338816,6,6,6,6,6,6,6,6
63518325,6,6,6,6,6,6,6,6
161643058,6,6,6,6,6,6,6,6
46258725,6,6,6,6,6,6,6,6
163153388,6,6,6,6,6,6,6,6
114615992,6,6,6,6,6,6,6,6
46240582,6,6,6,6,6,6,6,6
114618242,6,6,6,6,6,6,6,6
59255671,6,6,6,6,6,6,6,6
146659286,6,6,6,6,6,6,6,6
110318445,6,6,6,6,6,6,6,6
163167916,6,6,6,6,6,6,6,6
59245539,6,6,6,6,6,6,6,6
122187119,6,6,6,6,6,6,6,6
139910664,6,6,6,6,6,6,6,6
63645890,6,6,6,6,6,6,6,6
7283634,6,6,6,6,6,6,6,6
7284685,6,6,6,6,6,6,6,6
63660518,6,6,6,6,6,6,6,6
139952681,6,6,6,6,6,6,6,6
139952687,6,6,6,6,6,6,6,6
139956309,6,6,6,6,6,6,6,6
163114169,6,6,6,6,6,6,6,6
59315610,6,6,6,6,6,6,6,6
63375166,6,6,6,6,6,6,6,6
63378607,6,6,6,6,6,6,6,6
63379440,6,6,6,6,6,6,6,6
110499973,6,6,6,6,6,6,6,6
140011777,6,6,6,6,6,6,6,6
63398893,6,6,6,6,6,6,6,6
46451211,6,6,6,6,6,6,6,6
46450849,6,6,6,6,6,6,6,6
46448913,6,6,6,6,6,6,6,6
46445897,6,6,6,6,6,6,6,6
63415270,6,6,6,6,6,6,6,6
3815140,6,6,6,6,6,6,6,6
63416971,6,6,6,6,6,6,6,6
7143572,6,6,6,6,6,6,6,6
110410627,6,6,6,6,6,6,6,6
46430210,6,6,6,6,6,6,6,6
120736835,6,6,6,6,6,6,6,6
146555013,6,6,6,6,6,6,6,6
141580470,6,6,6,6,6,6,6,6
110453803,6,6,6,6,6,6,6,6
139988360,6,6,6,6,6,6,6,6
46401897,6,6,6,6,6,6,6,6
7166613,6,6,6,6,6,6,6,6
110441995,6,6,6,6,6,6,6,6
7172075,6,6,6,6,6,6,6,6
63453012,6,6,6,6,6,6,6,6
122150646,6,6,6,6,6,6,6,6
49939434,6,6,6,6,6,6,6,6
63474034,6,6,6,6,6,6,6,6
63667411,6,6,6,6,6,6,6,6
63669100,6,6,6,6,6,6,6,6
114644737,6,6,6,6,6,6,6,6
141605101,6,6,6,6,6,6,6,6
114697826,6,6,6,6,6,6,6,6
3732454,6,6,6,6,6,6,6,6
50020487,6,6,6,6,6,6,6,6
110172174,6,6,6,6,6,6,6,6
46122773,6,6,6,6,6,6,6,6
63831564,6,6,6,6,6,6,6,6
46117883,6,6,6,6,6,6,6,6
122256349,6,6,6,6,6,6,6,6
63870828,6,6,6,6,6,6,6,6
110136636,6,6,6,6,6,6,6,6
63877264,6,6,6,6,6,6,6,6
46096063,6,6,6,6,6,6,6,6
161568496,6,6,6,6,6,6,6,6
122259140,6,6,6,6,6,6,6,6
63884798,6,6,6,6,6,6,6,6
46126336,6,6,6,6,6,6,6,6
50052485,6,6,6,6,6,6,6,6
59167504,6,6,6,6,6,6,6,6
122260674,6,6,6,6,6,6,6,6
161564914,6,6,6,6,6,6,6,6
3703470,6,6,6,6,6,6,6,6
63894473,6,6,6,6,6,6,6,6
63900116,6,6,6,6,6,6,6,6
63911573,6,6,6,6,6,6,6,6
63913713,6,6,6,6,6,6,6,6
110076211,6,6,6,6,6,6,6,6
50082619,6,6,6,6,6,6,6,6
146722569,6,6,6,6,6,6,6,6
110070123,6,6,6,6,6,6,6,6
63920599,6,6,6,6,6,6,6,6
63810334,6,6,6,6,6,6,6,6
59213318,6,6,6,6,6,6,6,6
46223984,6,6,6,6,6,6,6,6
63770494,6,6,6,6,6,6,6,6
110278766,6,6,6,6,6,6,6,6
139882918,6,6,6,6,6,6,6,6
59243046,6,6,6,6,6,6,6,6
110271320,6,6,6,6,6,6,6,6
63705204,6,6,6,6,6,6,6,6
63710105,6,6,6,6,6,6,6,6
146674006,6,6,6,6,6,6,6,6
139881785,6,6,6,6,6,6,6,6
114657428,6,6,6,6,6,6,6,6
63741873,6,6,6,6,6,6,6,6
50013311,6,6,6,6,6,6,6,6
141596560,6,6,6,6,6,6,6,6
59221495,6,6,6,6,6,6,6,6
110248784,6,6,6,6,6,6,6,6
46148698,6,6,6,6,6,6,6,6
110182359,6,6,6,6,6,6,6,6
161622564,6,6,6,6,6,6,6,6
7315386,6,6,6,6,6,6,6,6
7316020,6,6,6,6,6,6,6,6
59217082,6,6,6,6,6,6,6,6
7316702,6,6,6,6,6,6,6,6
7317410,6,6,6,6,6,6,6,6
7318427,6,6,6,6,6,6,6,6
122229686,6,6,6,6,6,6,6,6
63784540,6,6,6,6,6,6,6,6
63787287,6,6,6,6,6,6,6,6
163174037,6,6,6,6,6,6,6,6
161611147,6,6,6,6,6,6,6,6
63795405,6,6,6,6,6,6,6,6
63801421,6,6,6,6,6,6,6,6
4208673,6,6,6,6,6,6,6,6
111398552,6,6,6,6,6,6,6,6
4218136,6,6,6,6,6,6,6,6
61227084,6,6,6,6,6,6,6,6
48328598,6,6,6,6,6,6,6,6
48329033,6,6,6,6,6,6,6,6
162408433,6,6,6,6,6,6,6,6
48371159,6,6,6,6,6,6,6,6
121398058,6,6,6,6,6,6,6,6
141178934,6,6,6,6,6,6,6,6
113570180,6,6,6,6,6,6,6,6
60323799,6,6,6,6,6,6,6,6
61225765,6,6,6,6,6,6,6,6
48384418,6,6,6,6,6,6,6,6
162410839,6,6,6,6,6,6,6,6
49109699,6,6,6,6,6,6,6,6
112645846,6,6,6,6,6,6,6,6
112648010,6,6,6,6,6,6,6,6
145738457,6,6,6,6,6,6,6,6
145741430,6,6,6,6,6,6,6,6
4552026,6,6,6,6,6,6,6,6
60341924,6,6,6,6,6,6,6,6
162388132,6,6,6,6,6,6,6,6
112558143,6,6,6,6,6,6,6,6
112554791,6,6,6,6,6,6,6,6
140848398,6,6,6,6,6,6,6,6
5426194,6,6,6,6,6,6,6,6
48293425,6,6,6,6,6,6,6,6
4545484,6,6,6,6,6,6,6,6
48281343,6,6,6,6,6,6,6,6
48274587,6,6,6,6,6,6,6,6
49126809,6,6,6,6,6,6,6,6
48270499,6,6,6,6,6,6,6,6
49128421,6,6,6,6,6,6,6,6
112516915,6,6,6,6,6,6,6,6
5361743,6,6,6,6,6,6,6,6
49105479,6,6,6,6,6,6,6,6
145425768,6,6,6,6,6,6,6,6
5279800,6,6,6,6,6,6,6,6
140906297,6,6,6,6,6,6,6,6
140900114,6,6,6,6,6,6,6,6
112762199,6,6,6,6,6,6,6,6
48469921,6,6,6,6,6,6,6,6
113544789,6,6,6,6,6,6,6,6
5259128,6,6,6,6,6,6,6,6
5266942,6,6,6,6,6,6,6,6
61138360,6,6,6,6,6,6,6,6
48459060,6,6,6,6,6,6,6,6
60368101,6,6,6,6,6,6,6,6
60367994,6,6,6,6,6,6,6,6
48439620,6,6,6,6,6,6,6,6
121123477,6,6,6,6,6,6,6,6
48433566,6,6,6,6,6,6,6,6
121376226,6,6,6,6,6,6,6,6
112658375,6,6,6,6,6,6,6,6
5281039,6,6,6,6,6,6,6,6
162433814,6,6,6,6,6,6,6,6
61154107,6,6,6,6,6,6,6,6
5298089,6,6,6,6,6,6,6,6
4571101,6,6,6,6,6,6,6,6
112699539,6,6,6,6,6,6,6,6
162415912,6,6,6,6,6,6,6,6
5318047,6,6,6,6,6,6,6,6
112689829,6,6,6,6,6,6,6,6
5328613,6,6,6,6,6,6,6,6
4569658,6,6,6,6,6,6,6,6
60362059,6,6,6,6,6,6,6,6
112664553,6,6,6,6,6,6,6,6
5351828,6,6,6,6,6,6,6,6
5455344,6,6,6,6,6,6,6,6
49132618,6,6,6,6,6,6,6,6
47292847,6,6,6,6,6,6,6,6
48146042,6,6,6,6,6,6,6,6
48135223,6,6,6,6,6,6,6,6
5578107,6,6,6,6,6,6,6,6
112349584,6,6,6,6,6,6,6,6
162325233,6,6,6,6,6,6,6,6
48135833,6,6,6,6,6,6,6,6
112363129,6,6,6,6,6,6,6,6
61518137,6,6,6,6,6,6,6,6
113602191,6,6,6,6,6,6,6,6
49202390,6,6,6,6,6,6,6,6
49200125,6,6,6,6,6,6,6,6
4495807,6,6,6,6,6,6,6,6
5567520,6,6,6,6,6,6,6,6
48155050,6,6,6,6,6,6,6,6
49191904,6,6,6,6,6,6,6,6
140753542,6,6,6,6,6,6,6,6
48133404,6,6,6,6,6,6,6,6
48128478,6,6,6,6,6,6,6,6
121467217,6,6,6,6,6,6,6,6
162758221,6,6,6,6,6,6,6,6
145409632,6,6,6,6,6,6,6,6
140750095,6,6,6,6,6,6,6,6
60234176,6,6,6,6,6,6,6,6
48119518,6,6,6,6,6,6,6,6
162313333,6,6,6,6,6,6,6,6
49246177,6,6,6,6,6,6,6,6
5590979,6,6,6,6,6,6,6,6
61593507,6,6,6,6,6,6,6,6
4472531,6,6,6,6,6,6,6,6
112288480,6,6,6,6,6,6,6,6
61598149,6,6,6,6,6,6,6,6
162311163,6,6,6,6,6,6,6,6
48168208,6,6,6,6,6,6,6,6
61455830,6,6,6,6,6,6,6,6
145803185,6,6,6,6,6,6,6,6
49158785,6,6,6,6,6,6,6,6
112498175,6,6,6,6,6,6,6,6
113603777,6,6,6,6,6,6,6,6
4531093,6,6,6,6,6,6,6,6
112493883,6,6,6,6,6,6,6,6
121418276,6,6,6,6,6,6,6,6
121105468,6,6,6,6,6,6,6,6
140829953,6,6,6,6,6,6,6,6
4527384,6,6,6,6,6,6,6,6
112489170,6,6,6,6,6,6,6,6
61369491,6,6,6,6,6,6,6,6
121102365,6,6,6,6,6,6,6,6
48232446,6,6,6,6,6,6,6,6
140823977,6,6,6,6,6,6,6,6
48224472,6,6,6,6,6,6,6,6
162746585,6,6,6,6,6,6,6,6
61447513,6,6,6,6,6,6,6,6
113628456,6,6,6,6,6,6,6,6
49165027,6,6,6,6,6,6,6,6
48217427,6,6,6,6,6,6,6,6
49166319,6,6,6,6,6,6,6,6
5499576,6,6,6,6,6,6,6,6
5503355,6,6,6,6,6,6,6,6
48203464,6,6,6,6,6,6,6,6
61427827,6,6,6,6,6,6,6,6
48198378,6,6,6,6,6,6,6,6
112425480,6,6,6,6,6,6,6,6
5511145,6,6,6,6,6,6,6,6
5514567,6,6,6,6,6,6,6,6
61437988,6,6,6,6,6,6,6,6
145791624,6,6,6,6,6,6,6,6
5220401,6,6,6,6,6,6,6,6
61095142,6,6,6,6,6,6,6,6
162451645,6,6,6,6,6,6,6,6
4712012,6,6,6,6,6,6,6,6
113377545,6,6,6,6,6,6,6,6
4960211,6,6,6,6,6,6,6,6
60762059,6,6,6,6,6,6,6,6
48763778,6,6,6,6,6,6,6,6
145559856,6,6,6,6,6,6,6,6
4936768,6,6,6,6,6,6,6,6
48807156,6,6,6,6,6,6,6,6
112806134,6,6,6,6,6,6,6,6
162684785,6,6,6,6,6,6,6,6
162682169,6,6,6,6,6,6,6,6
60726488,6,6,6,6,6,6,6,6
113159758,6,6,6,6,6,6,6,6
60720562,6,6,6,6,6,6,6,6
4914399,6,6,6,6,6,6,6,6
162554323,6,6,6,6,6,6,6,6
113378905,6,6,6,6,6,6,6,6
48993346,6,6,6,6,6,6,6,6
60780633,6,6,6,6,6,6,6,6
4707744,6,6,6,6,6,6,6,6
4703758,6,6,6,6,6,6,6,6
162545346,6,6,6,6,6,6,6,6
113085397,6,6,6,6,6,6,6,6
60497525,6,6,6,6,6,6,6,6
113400383,6,6,6,6,6,6,6,6
60806900,6,6,6,6,6,6,6,6
162540681,6,6,6,6,6,6,6,6
60842993,6,6,6,6,6,6,6,6
48668988,6,6,6,6,6,6,6,6
113060077,6,6,6,6,6,6,6,6
60484230,6,6,6,6,6,6,6,6
113057449,6,6,6,6,6,6,6,6
60507380,6,6,6,6,6,6,6,6
121197904,6,6,6,6,6,6,6,6
60716402,6,6,6,6,6,6,6,6
113319169,6,6,6,6,6,6,6,6
145512943,6,6,6,6,6,6,6,6
113266598,6,6,6,6,6,6,6,6
141077900,6,6,6,6,6,6,6,6
113263618,6,6,6,6,6,6,6,6
141086892,6,6,6,6,6,6,6,6
60570873,6,6,6,6,6,6,6,6
141068270,6,6,6,6,6,6,6,6
121214907,6,6,6,6,6,6,6,6
145498388,6,6,6,6,6,6,6,6
60618576,6,6,6,6,6,6,6,6
113318026,6,6,6,6,6,6,6,6
121244572,6,6,6,6,6,6,6,6
48895900,6,6,6,6,6,6,6,6
4844673,6,6,6,6,6,6,6,6
60556258,6,6,6,6,6,6,6,6
48979284,6,6,6,6,6,6,6,6
141057223,6,6,6,6,6,6,6,6
60545094,6,6,6,6,6,6,6,6
113327380,6,6,6,6,6,6,6,6
113225727,6,6,6,6,6,6,6,6
145519227,6,6,6,6,6,6,6,6
121250562,6,6,6,6,6,6,6,6
48861992,6,6,6,6,6,6,6,6
60681538,6,6,6,6,6,6,6,6
145527387,6,6,6,6,6,6,6,6
145475097,6,6,6,6,6,6,6,6
4745154,6,6,6,6,6,6,6,6
60528849,6,6,6,6,6,6,6,6
60701577,6,6,6,6,6,6,6,6
60710843,6,6,6,6,6,6,6,6
60483907,6,6,6,6,6,6,6,6
113051978,6,6,6,6,6,6,6,6
4668679,6,6,6,6,6,6,6,6
141152406,6,6,6,6,6,6,6,6
145637229,6,6,6,6,6,6,6,6
113458599,6,6,6,6,6,6,6,6
49048571,6,6,6,6,6,6,6,6
5124408,6,6,6,6,6,6,6,6
60437269,6,6,6,6,6,6,6,6
49056268,6,6,6,6,6,6,6,6
60965269,6,6,6,6,6,6,6,6
113469032,6,6,6,6,6,6,6,6
60968225,6,6,6,6,6,6,6,6
5129524,6,6,6,6,6,6,6,6
145440896,6,6,6,6,6,6,6,6
48534713,6,6,6,6,6,6,6,6
162487337,6,6,6,6,6,6,6,6
61008254,6,6,6,6,6,6,6,6
121336980,6,6,6,6,6,6,6,6
60934498,6,6,6,6,6,6,6,6
121133579,6,6,6,6,6,6,6,6
5163081,6,6,6,6,6,6,6,6
140933625,6,6,6,6,6,6,6,6
60384451,6,6,6,6,6,6,6,6
61040309,6,6,6,6,6,6,6,6
140921912,6,6,6,6,6,6,6,6
49100403,6,6,6,6,6,6,6,6
61053291,6,6,6,6,6,6,6,6
145428689,6,6,6,6,6,6,6,6
48506370,6,6,6,6,6,6,6,6
4588473,6,6,6,6,6,6,6,6
162724490,6,6,6,6,6,6,6,6
5209863,6,6,6,6,6,6,6,6
112807247,6,6,6,6,6,6,6,6
112936314,6,6,6,6,6,6,6,6
5104570,6,6,6,6,6,6,6,6
113041815,6,6,6,6,6,6,6,6
5056303,6,6,6,6,6,6,6,6
113418685,6,6,6,6,6,6,6,6
48643016,6,6,6,6,6,6,6,6
49017651,6,6,6,6,6,6,6,6
141014923,6,6,6,6,6,6,6,6
113018972,6,6,6,6,6,6,6,6
145591796,6,6,6,6,6,6,6,6
162701344,6,6,6,6,6,6,6,6
113014927,6,6,6,6,6,6,6,6
49040983,6,6,6,6,6,6,6,6
60870644,6,6,6,6,6,6,6,6
162522237,6,6,6,6,6,6,6,6
48616038,6,6,6,6,6,6,6,6
48613847,6,6,6,6,6,6,6,6
5054195,6,6,6,6,6,6,6,6
60445782,6,6,6,6,6,6,6,6
60442450,6,6,6,6,6,6,6,6
112999697,6,6,6,6,6,6,6,6
5060010,6,6,6,6,6,6,6,6
141003439,6,6,6,6,6,6,6,6
60884632,6,6,6,6,6,6,6,6
141003109,6,6,6,6,6,6,6,6
112985283,6,6,6,6,6,6,6,6
112980689,6,6,6,6,6,6,6,6
48584411,6,6,6,6,6,6,6,6
48581478,6,6,6,6,6,6,6,6
112963507,6,6,6,6,6,6,6,6
112960242,6,6,6,6,6,6,6,6
112959992,6,6,6,6,6,6,6,6
4642683,6,6,6,6,6,6,6,6
112955573,6,6,6,6,6,6,6,6
4467644,6,6,6,6,6,6,6,6
61603808,6,6,6,6,6,6,6,6
145824306,6,6,6,6,6,6,6,6
162120283,6,6,6,6,6,6,6,6
62239416,6,6,6,6,6,6,6,6
146090488,6,6,6,6,6,6,6,6
47552005,6,6,6,6,6,6,6,6
62217316,6,6,6,6,6,6,6,6
